Frequentie (Hz),Spanning (V),Fase (degrees)
377.002,0.496,61.949
377.901,0.496,62.042
377.997,0.496,62.066
377.998,0.496,62.078
377.999,0.496,62.078
378,0.496,62.091
378.998,0.496,62.206
378.999,0.496,62.219
378.999,0.496,62.219
379,0.496,62.214
379.001,0.496,62.225
379.997,0.496,62.343
379.998,0.496,62.348
379.999,0.496,62.356
379.999,0.496,62.351
379.999,0.496,62.35
380,0.496,62.363
380.998,0.497,62.475
380.999,0.497,62.483
381,0.497,62.496
381,0.497,62.501
381,0.497,62.502
381.998,0.497,62.627
382,0.497,62.628
382,0.497,62.63
382.001,0.497,62.643
382.001,0.497,62.641
382.999,0.497,62.766
383,0.497,62.756
383,0.497,62.77
383.001,0.497,62.775
383.996,0.497,62.871
383.999,0.497,62.905
383.999,0.497,62.9
384,0.497,62.897
384.997,0.497,63.031
384.999,0.497,63.049
385,0.497,63.049
385,0.497,63.029
385,0.497,63.021
385.684,0.497,63.142
385.997,0.497,63.148
385.999,0.497,63.157
385.999,0.497,63.154
386,0.497,63.148
386.998,0.497,63.278
386.999,0.497,63.294
387,0.497,63.276
387,0.497,63.281
387.56,0.497,63.33
387.998,0.497,63.409
387.998,0.497,63.413
387.999,0.497,63.412
388.001,0.497,63.412
388.996,0.497,63.52
388.998,0.497,63.527
388.999,0.497,63.527
389,0.497,63.545
389.002,0.497,63.54
389.998,0.497,63.639
389.999,0.497,63.648
389.999,0.497,63.631
389.999,0.497,63.65
390.234,0.497,63.593
390.997,0.497,63.766
390.998,0.497,63.781
390.999,0.497,63.775
390.999,0.497,63.777
391,0.497,63.782
391.998,0.497,63.881
391.998,0.497,63.896
392,0.497,63.901
392.002,0.497,63.904
392.999,0.497,64.011
392.999,0.497,64.007
393,0.497,64.017
393.004,0.497,64.027
393.997,0.497,64.124
394.001,0.497,64.137
394.002,0.497,64.141
394.004,0.497,64.161
395,0.497,64.248
395,0.497,64.25
395.002,0.497,64.261
395.002,0.497,64.275
395.513,0.497,64.324
395.997,0.498,64.355
395.998,0.497,64.338
396,0.498,64.373
396.002,0.497,64.383
396.999,0.498,64.468
397.001,0.498,64.488
397.003,0.498,64.487
397.003,0.498,64.507
397.996,0.498,64.573
397.996,0.498,64.571
397.997,0.498,64.571
397.997,0.498,64.559
397.998,0.498,64.595
397.999,0.498,64.582
397.999,0.498,64.591
397.999,0.498,64.601
398,0.498,64.601
398.001,0.498,64.604
398.001,0.498,64.591
398.001,0.498,64.598
398.001,0.498,64.601
398.001,0.498,64.59
398.002,0.498,64.606
398.002,0.498,64.59
398.004,0.498,64.618
403.009,0.496,63.763
407.997,0.498,65.599
407.998,0.498,65.608
407.998,0.498,65.607
408,0.498,65.634
417.996,0.499,66.531
417.997,0.499,66.54
417.998,0.499,66.555
417.999,0.499,66.551
418.003,0.499,66.559
427.998,0.499,67.392
427.999,0.499,67.393
428,0.499,67.385
428.001,0.499,67.385
437.998,0.499,68.127
437.999,0.499,68.139
438,0.499,68.152
438.001,0.499,68.147
447.997,0.5,68.897
447.998,0.5,68.902
447.998,0.5,68.828
447.999,0.5,68.812
448,0.5,68.923
448,0.5,68.931
448.001,0.5,68.824
448.002,0.5,68.929
448.002,0.5,68.838
457.997,0.5,69.448
457.998,0.5,69.438
457.998,0.5,69.428
458.006,0.5,69.498
467.997,0.5,70.023
467.998,0.5,70.024
467.999,0.5,70.018
467.999,0.5,70.011
468,0.5,70.012
477.998,0.5,70.524
477.999,0.5,70.544
478,0.5,70.534
478,0.5,70.539
478.001,0.5,70.549
487.945,0.5,71.157
487.997,0.501,70.995
487.998,0.501,71.001
487.999,0.501,71.021
488,0.501,71.023
488,0.501,71.025
498,0.501,71.435
498,0.501,71.463
498,0.501,71.456
498.001,0.501,71.476
498.006,0.501,71.49
507.996,0.501,71.838
507.999,0.501,71.858
508,0.501,71.865
508.002,0.501,71.868
508.004,0.501,71.876
517.994,0.501,72.19
517.999,0.501,72.245
518.001,0.501,72.241
518.001,0.501,72.259
518.002,0.501,72.252
518.002,0.501,72.26
527.997,0.501,72.561
527.999,0.501,72.593
527.999,0.501,72.575
528.001,0.501,72.591
528.004,0.501,72.609
537.997,0.501,72.894
537.999,0.501,72.895
537.999,0.501,72.926
538.002,0.501,72.909
538.004,0.501,72.933
547.995,0.501,73.273
547.996,0.501,73.174
547.998,0.501,73.29
547.998,0.501,73.199
547.998,0.501,73.301
547.999,0.501,73.29
548,0.501,73.207
548.001,0.501,73.31
548.001,0.501,73.213
548.002,0.501,73.222
548.002,0.501,73.31
557.999,0.502,73.466
558.001,0.502,73.482
558.003,0.502,73.502
558.004,0.502,73.508
558.004,0.502,73.524
567.998,0.502,73.746
567.998,0.502,73.745
568,0.502,73.74
568.002,0.502,73.754
568.004,0.502,73.772
577.991,0.502,73.932
577.998,0.502,73.978
578,0.502,73.986
578.002,0.502,74.005
578.003,0.502,74.019
587.997,0.502,74.205
587.998,0.502,74.21
587.998,0.502,74.213
588.001,0.502,74.241
588.002,0.502,74.233
588.002,0.502,74.237
597.994,0.502,74.419
597.994,0.502,74.409
597.998,0.502,74.444
598.001,0.502,74.461
598.002,0.502,74.452
607.997,0.502,74.619
607.998,0.502,74.624
608.001,0.502,74.644
608.001,0.502,74.636
608.003,0.502,74.635
608.004,0.502,74.657
617.996,0.502,74.795
617.997,0.502,74.803
618,0.502,74.818
618.002,0.502,74.837
623.698,0.5,75.152
627.994,0.502,74.979
627.997,0.502,75.01
628,0.502,75.004
628,0.502,74.993
628.005,0.502,75.011
637.994,0.502,75.156
637.997,0.502,75.149
638,0.502,75.165
638.001,0.502,75.178
647.994,0.502,75.298
648,0.502,75.405
648,0.502,75.323
648.001,0.502,75.347
648.001,0.502,75.429
648.002,0.502,75.353
648.002,0.502,75.444
648.003,0.502,75.442
648.004,0.502,75.444
657.992,0.502,75.419
657.993,0.502,75.398
657.999,0.502,75.474
657.999,0.502,75.458
658.006,0.502,75.55
667.991,0.502,75.569
667.999,0.502,75.613
668.001,0.502,75.628
668.003,0.502,75.635
668.003,0.502,75.636
677.997,0.502,75.715
677.997,0.502,75.731
678,0.502,75.743
678.003,0.502,75.772
678.005,0.502,75.776
687.885,0.502,75.918
687.998,0.502,75.881
687.999,0.502,75.873
687.999,0.502,75.872
688.001,0.502,75.882
688.002,0.502,75.885
698,0.502,75.933
698.005,0.502,76.022
698.009,0.502,76.074
698.011,0.502,76.059
698.014,0.503,76.06
707.998,0.503,76.088
708,0.503,76.111
708.002,0.503,76.117
708.003,0.503,76.128
717.995,0.503,76.169
717.999,0.503,76.207
718.004,0.503,76.252
718.008,0.503,76.259
718.009,0.503,76.26
727.995,0.503,76.316
727.997,0.503,76.31
727.997,0.503,76.264
728,0.503,76.295
728.001,0.503,76.284
737.99,0.503,76.343
737.996,0.503,76.396
737.996,0.503,76.403
737.999,0.503,76.408
738.006,0.503,76.444
747.999,0.503,76.486
747.999,0.503,76.494
748,0.503,76.49
748,0.503,76.515
748,0.503,76.576
748,0.503,76.572
748.001,0.503,76.599
748.002,0.503,76.607
748.004,0.503,76.592
748.006,0.503,76.522
748.006,0.503,76.612
757.991,0.503,76.514
757.996,0.503,76.576
757.996,0.503,76.572
757.998,0.503,76.562
758.004,0.503,76.595
758.006,0.503,76.642
767.994,0.503,76.643
767.996,0.503,76.613
768.006,0.503,76.679
768.006,0.503,76.69
768.008,0.503,76.719
777.993,0.503,76.688
777.995,0.503,76.716
778.004,0.503,76.746
778.007,0.503,76.769
778.009,0.503,76.806
787.998,0.503,76.806
787.999,0.503,76.803
788,0.503,76.827
788.003,0.503,76.829
788.007,0.503,76.866
797.998,0.503,76.841
798.002,0.503,76.9
798.005,0.503,76.893
798.006,0.503,76.929
798.008,0.503,76.921
798.013,0.503,76.927
807.992,0.503,76.877
807.993,0.503,76.906
807.998,0.503,76.969
807.999,0.503,76.914
808.009,0.503,76.977
817.994,0.503,76.951
817.996,0.503,77.01
817.998,0.503,76.961
818.002,0.503,77.01
827.998,0.503,77.05
827.999,0.503,77.052
828.003,0.503,77.088
828.008,0.503,77.122
828.011,0.503,77.135
837.995,0.503,77.106
837.996,0.503,77.116
837.998,0.503,77.087
837.999,0.503,77.116
838.007,0.503,77.162
847.993,0.503,77.186
847.995,0.503,77.202
847.996,0.503,77.159
847.996,0.503,77.144
847.998,0.503,77.169
847.999,0.503,77.213
847.999,0.503,77.188
848.002,0.503,77.277
848.003,0.503,77.195
848.003,0.503,77.273
857.994,0.503,77.236
857.994,0.503,77.204
857.996,0.503,77.262
857.997,0.503,77.15
858,0.503,77.264
858.004,0.503,77.215
867.995,0.503,77.233
867.995,0.503,77.264
867.997,0.503,77.291
867.998,0.503,77.253
868.006,0.503,77.299
877.989,0.503,77.249
877.992,0.503,77.272
877.998,0.503,77.337
878.005,0.503,77.352
878.009,0.503,77.391
878.013,0.503,77.415
887.993,0.503,77.299
887.999,0.503,77.333
887.999,0.503,77.373
888.003,0.503,77.365
897.985,0.503,77.317
897.986,0.503,77.314
897.992,0.503,77.355
898,0.503,77.331
898.001,0.503,77.378
898.019,0.503,77.486
907.99,0.503,77.397
907.999,0.503,77.433
907.999,0.503,77.427
908.001,0.503,77.453
908.001,0.503,77.44
908.008,0.503,77.488
917.992,0.503,77.411
917.996,0.503,77.444
917.998,0.503,77.452
918.001,0.503,77.502
918.001,0.503,77.507
918.001,0.503,77.481
927.995,0.503,77.498
928.002,0.503,77.548
928.002,0.503,77.496
928.006,0.503,77.586
937.97,0.503,77.356
937.995,0.503,77.493
938,0.503,77.506
938.022,0.503,77.663
947.985,0.503,77.481
947.989,0.503,77.529
947.993,0.503,77.551
947.995,0.503,77.525
947.995,0.503,77.57
947.997,0.503,77.593
947.997,0.503,77.566
947.997,0.503,77.583
947.997,0.503,77.592
947.998,0.503,77.601
947.998,0.503,77.552
948,0.503,77.612
948.001,0.503,77.594
948.002,0.503,77.621
948.002,0.503,77.642
948.003,0.503,77.587
948.003,0.503,77.633
948.004,0.503,77.628
948.004,0.503,77.614
948.007,0.503,77.605
948.009,0.503,77.671
948.01,0.503,77.667
954.479,0.501,77.404
957.996,0.503,77.562
957.998,0.503,77.586
957.999,0.503,77.603
957.999,0.503,77.646
957.999,0.503,77.635
957.999,0.503,77.576
958.002,0.503,77.576
958.003,0.503,77.598
958.004,0.503,77.666
958.007,0.503,77.689
958.007,0.503,77.675
967.844,0.503,77.497
967.974,0.503,77.476
967.978,0.503,77.484
967.991,0.503,77.552
968.003,0.503,77.671
968.01,0.503,77.659
968.011,0.503,77.752
968.015,0.503,77.732
968.019,0.503,77.725
968.02,0.503,77.765
968.023,0.503,77.773
976.505,0.503,77.414
977.992,0.503,77.591
977.993,0.503,77.637
977.995,0.503,77.635
977.998,0.503,77.642
977.999,0.503,77.668
977.999,0.503,77.686
978,0.503,77.68
978.002,0.503,77.666
978.003,0.503,77.654
978.006,0.503,77.706
978.01,0.503,77.696
987.993,0.503,77.626
987.996,0.503,77.653
987.998,0.503,77.632
988.001,0.503,77.685
988.002,0.503,77.66
988.002,0.503,77.688
988.002,0.503,77.704
988.003,0.503,77.723
988.003,0.503,77.648
988.006,0.503,77.725
997.992,0.503,77.704
997.995,0.503,77.686
997.997,0.503,77.666
997.998,0.503,77.702
998,0.503,77.702
998.001,0.503,77.709
998.002,0.503,77.714
998.003,0.503,77.713
998.003,0.503,77.676
998.006,0.503,77.693
998.009,0.503,77.714
1007.988,0.503,77.646
1007.988,0.503,77.663
1007.988,0.503,77.647
1007.99,0.503,77.67
1007.99,0.503,77.651
1007.99,0.503,77.674
1007.991,0.503,77.682
1007.991,0.503,77.664
1007.992,0.503,77.666
1007.992,0.503,77.694
1007.992,0.503,77.664
1007.992,0.503,77.674
1007.992,0.503,77.704
1007.994,0.503,77.667
1007.994,0.503,77.697
1007.994,0.503,77.695
1007.994,0.503,77.687
1007.994,0.503,77.703
1007.995,0.503,77.678
1007.995,0.503,77.676
1007.995,0.503,77.679
1007.995,0.503,77.696
1007.995,0.503,77.678
1007.996,0.503,77.686
1007.996,0.503,77.683
1007.996,0.503,77.683
1007.996,0.503,77.686
1007.996,0.503,77.699
1007.996,0.503,77.695
1007.996,0.503,77.686
1007.996,0.503,77.69
1007.996,0.503,77.685
1007.996,0.503,77.686
1007.997,0.503,77.691
1007.997,0.503,77.694
1007.997,0.503,77.698
1007.997,0.503,77.698
1007.997,0.503,77.698
1007.997,0.503,77.701
1007.997,0.503,77.707
1007.997,0.503,77.718
1007.997,0.503,77.71
1007.997,0.503,77.709
1007.997,0.503,77.692
1007.997,0.503,77.698
1007.997,0.503,77.695
1007.998,0.503,77.708
1007.998,0.503,77.69
1007.998,0.503,77.705
1007.998,0.503,77.708
1007.998,0.503,77.712
1007.998,0.503,77.718
1007.998,0.503,77.695
1007.998,0.503,77.714
1007.999,0.503,77.707
1007.999,0.503,77.711
1007.999,0.503,77.717
1007.999,0.503,77.697
1007.999,0.503,77.693
1007.999,0.503,77.702
1007.999,0.503,77.695
1007.999,0.503,77.723
1007.999,0.503,77.709
1008,0.503,77.724
1008,0.503,77.72
1008,0.503,77.696
1008,0.503,77.71
1008,0.503,77.705
1008,0.503,77.703
1008,0.503,77.723
1008,0.503,77.693
1008,0.503,77.713
1008.001,0.503,77.699
1008.001,0.503,77.705
1008.001,0.503,77.742
1008.001,0.503,77.736
1008.001,0.503,77.685
1008.001,0.503,77.724
1008.001,0.503,77.745
1008.001,0.503,77.7
1008.002,0.503,77.726
1008.002,0.503,77.727
1008.002,0.503,77.725
1008.002,0.503,77.727
1008.002,0.503,77.742
1008.002,0.503,77.727
1008.002,0.503,77.743
1008.002,0.503,77.738
1008.002,0.503,77.742
1008.002,0.503,77.721
1008.002,0.503,77.722
1008.002,0.503,77.718
1008.003,0.503,77.732
1008.003,0.503,77.743
1008.003,0.503,77.737
1008.003,0.503,77.734
1008.003,0.503,77.745
1008.003,0.503,77.735
1008.003,0.503,77.722
1008.004,0.503,77.749
1008.004,0.503,77.724
1008.004,0.503,77.737
1008.004,0.503,77.733
1008.004,0.503,77.733
1008.004,0.503,77.726
1008.004,0.503,77.76
1008.004,0.503,77.741
1008.004,0.503,77.763
1008.005,0.503,77.751
1008.005,0.503,77.755
1008.005,0.503,77.73
1008.005,0.503,77.766
1008.005,0.503,77.738
1008.006,0.503,77.758
1008.006,0.503,77.739
1008.006,0.503,77.741
1008.006,0.503,77.738
1008.006,0.503,77.761
1008.006,0.503,77.745
1008.006,0.503,77.766
1008.006,0.503,77.758
1008.007,0.503,77.74
1008.007,0.503,77.76
1008.007,0.503,77.752
1008.007,0.503,77.749
1008.007,0.503,77.757
1008.007,0.503,77.757
1008.008,0.503,77.778
1008.008,0.503,77.763
1008.01,0.503,77.767
1008.011,0.503,77.783
1008.011,0.503,77.789
