Frequentie (Hz),Spanning (V),Fase (degrees)
219.994,0.276,0
219.995,0.276,0
219.995,0.276,0
219.996,0.276,0
219.997,0.276,0
219.997,0.276,0
220.984,0.279,0
220.99,0.279,0
220.995,0.279,0
220.995,0.279,0
220.996,0.279,0
221.99,0.282,0
221.992,0.282,0
221.992,0.282,0
221.993,0.282,0
221.997,0.282,0
222.986,0.285,0
222.986,0.285,0
222.988,0.285,0
222.991,0.285,0
222.994,0.285,0
223.986,0.288,0
223.991,0.288,0
223.994,0.288,0
223.996,0.288,0
223.997,0.288,0
224.991,0.29,0
224.991,0.29,0
224.991,0.29,0
224.998,0.29,0
225.989,0.293,0
225.992,0.293,0
225.992,0.293,0
225.992,0.293,0
225.992,0.293,0
226.99,0.296,0
226.993,0.296,0
226.993,0.296,0
226.993,0.296,0
226.998,0.296,0
227.99,0.298,0
227.991,0.298,0
227.994,0.298,0
227.994,0.298,0
227.998,0.298,0
228.014,0.298,0
228.995,0.301,0
228.995,0.301,0
228.998,0.301,0
228.998,0.301,0
229.074,0.301,0
229.991,0.303,0
229.992,0.303,0
229.993,0.303,0
229.993,0.303,0
229.993,0.303,0
229.993,0.303,0
229.993,0.303,0
229.994,0.303,0
229.994,0.303,0
229.994,0.303,0
229.994,0.303,0
229.994,0.303,0
229.994,0.303,0
229.995,0.303,0
229.995,0.303,0
229.995,0.303,0
229.995,0.303,0
229.995,0.303,0
229.995,0.303,0
229.996,0.303,0
229.996,0.303,0
229.996,0.303,0
229.996,0.303,0
229.996,0.303,0
229.996,0.303,0
229.996,0.303,0
229.997,0.303,0
229.997,0.303,0
229.997,0.303,0
229.997,0.303,0
229.998,0.303,0
229.998,0.303,0
230.997,0.305,0
230.997,0.306,0
230.997,0.305,0
230.997,0.305,0
231,0.305,0
231.996,0.308,0
231.997,0.308,0
231.998,0.308,0
231.999,0.308,0
232,0.308,0
232.997,0.31,0
233.001,0.31,0
233.001,0.31,0
233.001,0.31,0
233.275,0.311,0
233.986,0.312,0
233.989,0.312,0
233.994,0.312,0
233.997,0.312,0
234.98,0.314,0
234.989,0.314,0
234.991,0.314,0
234.993,0.314,0
235.984,0.315,0
235.987,0.315,0
235.988,0.315,0
235.989,0.315,0
235.993,0.315,0
236.22,0.316,0
236.983,0.317,0
236.983,0.317,0
236.994,0.317,0
236.995,0.317,0
236.995,0.317,0
237.985,0.319,0
237.991,0.319,0
237.993,0.318,0
237.994,0.319,0
237.996,0.318,0
238.99,0.32,0
238.994,0.32,0
238.994,0.32,0
238.994,0.32,0
238.994,0.32,0
239.003,0.32,0
239.696,0.32,0
239.988,0.321,0
239.988,0.321,0
239.989,0.321,0
239.99,0.322,0
239.991,0.321,0
239.992,0.321,0
239.992,0.321,0
239.992,0.322,0
239.993,0.321,0
239.994,0.321,0
239.995,0.321,0
239.996,0.321,0
239.997,0.321,0
240.992,0.322,0
240.993,0.322,0
240.995,0.322,0
240.996,0.322,0
240.997,0.322,0
241.993,0.323,0
241.995,0.323,0
241.995,0.323,0
241.995,0.323,0
241.996,0.323,0
242.046,0.323,0
242.992,0.324,0
242.996,0.324,0
242.997,0.324,0
242.998,0.324,0
243.994,0.325,0
243.996,0.325,0
243.996,0.325,0
243.997,0.325,0
243.998,0.325,0
243.998,0.325,0
243.999,0.325,0
244.996,0.325,0
244.997,0.325,0
244.998,0.325,0
244.999,0.325,0
244.999,0.325,0
245.995,0.326,0
245.997,0.326,0
245.999,0.326,0
245.999,0.326,0
245.999,0.326,0
246.999,0.326,0
246.999,0.326,0
247,0.326,0
247,0.326,0
248,0.326,0
248.001,0.326,0
248.003,0.326,0
248.004,0.326,0
249.002,0.326,0
249.003,0.326,0
249.005,0.326,0
249.005,0.326,0
249.006,0.326,0
250.002,0.327,0
250.003,0.326,0
250.004,0.326,0
250.004,0.326,0
250.004,0.327,0
250.004,0.327,0
250.004,0.326,0
250.004,0.326,0
250.005,0.326,0
250.005,0.327,0
250.006,0.326,0
250.007,0.327,0
250.007,0.326,0
251.004,0.326,0
251.004,0.326,0
251.005,0.326,0
251.005,0.326,0
251.008,0.326,0
251.01,0.326,0
252.004,0.326,0
252.006,0.326,0
252.007,0.326,0
252.008,0.326,0
252.009,0.326,0
253.007,0.325,0
253.008,0.325,0
253.009,0.325,0
253.012,0.325,0
254.006,0.325,0
254.008,0.325,0
254.009,0.325,0
254.009,0.325,0
255.009,0.324,0
255.009,0.324,0
255.01,0.324,0
255.011,0.324,0
255.019,0.324,0
256.01,0.323,0
256.01,0.323,0
256.011,0.323,0
256.018,0.323,0
256.023,0.323,0
257.01,0.322,0
257.01,0.322,0
257.011,0.322,0
257.011,0.322,0
257.013,0.322,0
258.007,0.321,0
258.007,0.321,0
258.011,0.321,0
258.012,0.321,0
258.013,0.321,0
258.013,0.321,0
258.013,0.321,0
258.017,0.321,0
258.017,0.321,0
258.02,0.321,0
259.007,0.32,0
259.011,0.32,0
259.012,0.32,0
259.014,0.32,0
259.019,0.32,0
259.02,0.32,0
259.021,0.32,0
259.108,0.321,0
260.008,0.319,0
260.008,0.319,0
260.008,0.319,0
260.008,0.32,0
260.009,0.319,0
260.009,0.319,0
260.01,0.319,0
260.01,0.32,0
260.01,0.319,0
260.011,0.32,0
260.011,0.319,0
260.011,0.319,0
260.011,0.319,0
260.012,0.319,0
260.012,0.319,0
260.013,0.319,0
260.013,0.319,0
260.013,0.319,0
260.013,0.319,0
260.013,0.319,0
260.013,0.32,0
260.013,0.319,0
260.013,0.319,0
260.014,0.319,0
260.014,0.319,0
260.014,0.319,0
260.014,0.319,0
260.015,0.32,0
260.015,0.319,0
260.016,0.319,0
260.018,0.319,0
260.018,0.319,0
260.019,0.319,0
260.019,0.319,0
260.02,0.319,0
260.02,0.319,0
260.02,0.319,0
260.021,0.319,0
260.021,0.319,0
260.021,0.32,0
260.021,0.319,0
260.021,0.319,0
260.022,0.319,0
260.022,0.319,0
260.022,0.319,0
269.533,0.305,0
270.004,0.305,0
270.004,0.305,0
270.004,0.303,0
270.005,0.303,0
270.007,0.303,0
270.008,0.304,0
270.008,0.305,0
270.008,0.305,0
270.008,0.303,0
270.009,0.303,0
270.01,0.305,0
270.011,0.303,0
270.012,0.303,0
270.013,0.303,0
270.014,0.303,0
270.014,0.305,0
280.003,0.284,0
280.003,0.286,0
280.004,0.286,0
280.005,0.284,0
280.005,0.285,0
280.005,0.284,0
280.005,0.285,0
280.006,0.285,0
280.006,0.286,0
280.007,0.286,0
280.008,0.286,0
280.008,0.284,0
280.008,0.286,0
280.008,0.284,0
280.009,0.284,0
280.009,0.284,0
280.011,0.285,0
280.013,0.286,0
280.015,0.284,0
280.015,0.286,0
289.996,0.264,0
289.997,0.264,0
289.997,0.266,0
289.998,0.266,0
289.998,0.264,0
289.999,0.266,0
289.999,0.264,0
289.999,0.266,0
290,0.266,0
290,0.264,0
290.001,0.264,0
290.002,0.266,0
290.004,0.264,0
290.007,0.266,0
290.007,0.264,0
290.007,0.264,0
299.989,0.245,0
299.99,0.246,0
299.99,0.247,0
299.99,0.246,0
299.99,0.245,0
299.99,0.247,0
299.991,0.246,0
299.991,0.246,0
299.991,0.245,0
299.991,0.246,0
299.991,0.244,0
299.991,0.247,0
299.991,0.247,0
299.991,0.247,0
299.991,0.246,0
299.991,0.248,0
299.992,0.245,0
299.992,0.247,0
299.992,0.246,0
299.993,0.244,0
299.993,0.246,0
299.993,0.246,0
299.993,0.247,0
299.993,0.247,0
299.993,0.247,0
299.993,0.247,0
299.993,0.246,0
299.993,0.248,0
299.993,0.246,0
299.994,0.246,0
299.994,0.246,0
299.994,0.246,0
299.994,0.246,0
299.994,0.247,0
299.994,0.246,0
299.994,0.246,0
299.994,0.246,0
299.994,0.245,0
299.995,0.246,0
299.995,0.246,0
299.995,0.246,0
299.995,0.246,0
299.995,0.246,0
299.995,0.246,0
299.995,0.246,0
299.996,0.248,0
299.996,0.246,0
299.996,0.245,0
299.996,0.245,0
299.996,0.246,0
299.996,0.244,0
299.996,0.246,0
299.996,0.246,0
299.996,0.246,0
299.997,0.247,0
299.997,0.247,0
299.998,0.245,0
309.996,0.227,0
309.998,0.227,0
309.998,0.227,0
309.999,0.227,0
310,0.227,0
310.003,0.227,0
310.004,0.227,0
319.995,0.211,0
319.996,0.211,0
319.996,0.211,0
319.996,0.211,0
319.996,0.211,0
319.997,0.211,0
319.997,0.211,0
319.998,0.211,0
319.998,0.211,0
319.999,0.211,0
329.992,0.197,0
329.996,0.197,0
329.996,0.197,0
329.997,0.197,0
329.997,0.197,0
329.997,0.197,0
330,0.197,0
339.998,0.184,0
339.999,0.184,0
339.999,0.184,0
339.999,0.184,0
339.999,0.184,0
340.001,0.184,0
340.001,0.184,0
349.998,0.173,0
349.999,0.173,0
349.999,0.173,0
350,0.173,0
350,0.173,0
350,0.173,0
350,0.173,0
359.996,0.163,0
359.998,0.163,0
359.998,0.163,0
359.998,0.163,0
359.998,0.163,0
359.998,0.163,0
359.999,0.163,0
360,0.163,0
360,0.163,0
360.001,0.163,0
360.002,0.163,0
360.003,0.163,0
369.998,0.154,0
369.998,0.154,0
369.999,0.154,0
369.999,0.154,0
369.999,0.154,0
370,0.154,0
370.003,0.154,0
370.003,0.154,0
379.998,0.146,0
379.998,0.146,0
379.998,0.146,0
379.999,0.146,0
380,0.146,0
380,0.146,0
380.001,0.146,0
389.998,0.139,0
390,0.139,0
390,0.139,0
390.001,0.139,0
390.001,0.139,0
390.001,0.139,0
390.002,0.139,0
390.002,0.139,0
399.998,0.132,0
399.998,0.132,0
399.999,0.134,0
399.999,0.132,0
400,0.132,0
400,0.134,0
400.001,0.132,0
400.001,0.134,0
400.002,0.134,0
400.003,0.132,0
400.003,0.134,0
400.005,0.134,0
400.006,0.132,0
409.996,0.127,0
409.997,0.126,0
409.998,0.126,0
409.998,0.127,0
409.999,0.127,0
410,0.127,0
410.003,0.127,0
410.004,0.127,0
410.004,0.126,0
419.998,0.121,0
419.999,0.121,0
419.999,0.121,0
420,0.121,0
420.001,0.121,0
420.003,0.121,0
420.024,0.121,0
429.999,0.116,0
429.999,0.116,0
429.999,0.116,0
430,0.116,0
430,0.116,0
430,0.116,0
430,0.116,0
430.001,0.116,0
430.001,0.116,0
430.002,0.116,0
430.002,0.116,0
439.228,0.112,0
439.997,0.112,0
440,0.112,0
440,0.112,0
440,0.112,0
440.001,0.112,0
440.001,0.112,0
440.002,0.112,0
449.905,0.108,0
449.999,0.108,0
449.999,0.108,0
450,0.108,0
450.002,0.108,0
450.002,0.108,0
450.003,0.108,0
459.993,0.104,0
459.995,0.104,0
459.996,0.104,0
459.997,0.104,0
460.003,0.104,0
468.96,0.101,0
469.993,0.1,0
470.001,0.1,0
470.003,0.1,0
470.003,0.1,0
470.004,0.1,0
479.997,0.097,0
479.998,0.097,0
479.998,0.097,0
479.999,0.097,0
479.999,0.097,0
480,0.097,0
480,0.097,0
480,0.097,0
480,0.097,0
480.003,0.097,0
480.004,0.097,0
489.996,0.094,0
489.999,0.094,0
490,0.094,0
490.001,0.094,0
490.002,0.094,0
499.995,0.091,0
499.995,0.092,0
499.996,0.091,0
499.999,0.092,0
500,0.092,0
500.001,0.092,0
500.004,0.092,0
500.006,0.091,0
500.009,0.091,0
507.831,0.083,0
509.607,0.089,0
509.994,0.088,0
509.997,0.088,0
509.999,0.088,0
510.001,0.088,0
510.004,0.088,0
519.997,0.086,0
519.998,0.086,0
519.998,0.086,0
519.998,0.086,0
519.999,0.086,0
519.999,0.086,0
520,0.086,0
520.002,0.086,0
520.003,0.086,0
529.994,0.083,0
529.997,0.084,0
529.997,0.084,0
529.998,0.084,0
529.998,0.084,0
530.001,0.084,0
530.005,0.084,0
539.997,0.081,0
540,0.081,0
540.001,0.081,0
540.003,0.081,0
540.003,0.081,0
544.267,0.08,0
549.996,0.079,0
549.996,0.079,0
549.996,0.079,0
549.998,0.079,0
549.999,0.079,0
550,0.079,0
550.001,0.079,0
550.003,0.079,0
559.997,0.077,0
559.997,0.077,0
560,0.077,0
560,0.077,0
560,0.077,0
560,0.077,0
569.998,0.075,0
569.998,0.075,0
569.999,0.075,0
570.001,0.075,0
570.003,0.075,0
570.004,0.075,0
579.995,0.074,0
579.996,0.074,0
579.998,0.074,0
580,0.074,0
580.002,0.074,0
589.999,0.072,0
590.001,0.072,0
590.002,0.072,0
590.003,0.072,0
590.004,0.072,0
599.991,0.07,0
599.994,0.071,0
599.995,0.071,0
600.003,0.071,0
600.003,0.07,0
600.004,0.07,0
600.005,0.07,0
600.005,0.071,0
600.006,0.07,0
600.007,0.071,0
609.706,0.069,0
609.994,0.069,0
609.996,0.069,0
609.996,0.069,0
609.998,0.069,0
610,0.069,0
610.001,0.069,0
610.002,0.069,0
619.998,0.067,0
620,0.067,0
620,0.067,0
620.001,0.067,0
620.001,0.067,0
620.005,0.067,0
629.997,0.066,0
629.999,0.066,0
630,0.066,0
630.004,0.066,0
630.006,0.066,0
630.008,0.066,0
639.894,0.065,0
639.998,0.065,0
639.998,0.065,0
640,0.065,0
640,0.065,0
640.001,0.065,0
649.997,0.063,0
649.999,0.063,0
650,0.063,0
650,0.063,0
650.002,0.063,0
659.998,0.062,0
659.998,0.062,0
659.999,0.062,0
660,0.062,0
660,0.062,0
669.992,0.061,0
669.994,0.061,0
670.002,0.061,0
670.003,0.061,0
670.004,0.061,0
670.012,0.061,0
679.992,0.06,0
679.997,0.06,0
680.001,0.06,0
680.002,0.06,0
680.002,0.06,0
688.291,0.059,0
689.993,0.059,0
690.001,0.059,0
690.003,0.059,0
690.007,0.059,0
690.008,0.059,0
699.991,0.058,0
699.996,0.058,0
699.997,0.058,0
699.997,0.058,0
699.998,0.058,0
699.999,0.058,0
700,0.058,0
700,0.058,0
700.001,0.058,0
700.001,0.058,0
700.001,0.058,0
700.004,0.058,0
700.004,0.058,0
709.992,0.057,0
709.993,0.057,0
709.996,0.057,0
710.004,0.057,0
710.01,0.057,0
719.995,0.056,0
719.998,0.056,0
720,0.056,0
720,0.056,0
720.003,0.056,0
722.022,0.055,0
729.995,0.055,0
730,0.055,0
730.001,0.055,0
730.003,0.055,0
730.006,0.055,0
739.999,0.054,0
740,0.054,0
740.001,0.054,0
740.003,0.054,0
740.004,0.054,0
740.009,0.054,0
749.993,0.053,0
749.998,0.053,0
749.999,0.053,0
750.001,0.053,0
750.002,0.053,0
758.126,0.052,0
759.998,0.052,0
759.998,0.052,0
760.002,0.052,0
760.003,0.052,0
760.01,0.052,0
769.993,0.051,0
769.998,0.051,0
769.999,0.051,0
770,0.051,0
770.005,0.051,0
770.005,0.051,0
779.99,0.051,0
779.999,0.05,0
780,0.051,0
780.002,0.051,0
789.955,0.05,0
789.994,0.05,0
789.995,0.05,0
789.997,0.05,0
789.997,0.05,0
789.999,0.05,0
790,0.05,0
790.005,0.05,0
790.007,0.05,0
790.012,0.05,0
799.993,0.049,0
799.995,0.049,0
799.995,0.049,0
799.996,0.049,0
799.997,0.049,0
799.997,0.049,0
799.998,0.049,0
799.999,0.049,0
799.999,0.049,0
799.999,0.049,0
799.999,0.049,0
800,0.049,0
800,0.049,0
800.001,0.049,0
800.001,0.049,0
800.001,0.049,0
800.002,0.049,0
800.002,0.049,0
800.002,0.049,0
800.003,0.049,0
800.004,0.049,0
800.004,0.049,0
800.005,0.049,0
800.005,0.049,0
800.005,0.049,0
800.007,0.049,0
800.008,0.049,0
800.008,0.049,0
803.429,0.049,0
809.994,0.048,0
809.994,0.048,0
809.996,0.048,0
809.997,0.048,0
809.997,0.048,0
809.999,0.048,0
810.003,0.048,0
810.004,0.048,0
810.005,0.048,0
810.005,0.048,0
810.515,0.048,0
819.995,0.048,0
819.997,0.048,0
820,0.048,0
820,0.048,0
820,0.048,0
820,0.048,0
820.001,0.048,0
820.002,0.048,0
820.002,0.048,0
820.003,0.048,0
820.004,0.048,0
820.004,0.048,0
829.081,0.047,0
829.991,0.047,0
829.991,0.047,0
829.995,0.047,0
829.997,0.047,0
829.998,0.047,0
829.998,0.047,0
830,0.047,0
830,0.047,0
830.003,0.047,0
839.996,0.046,0
839.998,0.046,0
839.999,0.046,0
840,0.046,0
840,0.046,0
840,0.046,0
840,0.046,0
840,0.046,0
840.002,0.046,0
840.003,0.046,0
840.008,0.046,0
847.435,0.046,0
848.071,0.046,0
849.996,0.046,0
849.997,0.046,0
849.997,0.046,0
849.998,0.046,0
850.001,0.046,0
850.002,0.046,0
850.004,0.046,0
850.004,0.046,0
850.004,0.046,0
850.005,0.046,0
850.005,0.046,0
850.008,0.046,0
859.989,0.045,0
859.991,0.045,0
859.996,0.045,0
859.996,0.045,0
859.996,0.045,0
859.998,0.045,0
860,0.045,0
860.004,0.045,0
860.004,0.045,0
860.009,0.045,0
860.011,0.045,0
869.983,0.044,0
869.985,0.045,0
869.995,0.044,0
869.996,0.045,0
869.999,0.045,0
869.999,0.045,0
870,0.044,0
870.001,0.044,0
870.003,0.045,0
870.005,0.044,0
870.02,0.045,0
879.996,0.044,0
879.996,0.044,0
879.998,0.044,0
879.998,0.044,0
879.999,0.044,0
879.999,0.044,0
880,0.044,0
880.001,0.044,0
880.001,0.044,0
880.003,0.044,0
880.004,0.044,0
880.004,0.044,0
889.991,0.043,0
889.993,0.043,0
889.995,0.043,0
889.995,0.043,0
889.996,0.043,0
889.999,0.043,0
890,0.043,0
890,0.043,0
890.002,0.043,0
890.004,0.043,0
890.004,0.043,0
899.988,0.043,0
899.995,0.043,0
899.998,0.043,0
900.002,0.043,0
900.004,0.043,0
900.006,0.043,0
900.006,0.043,0
900.009,0.043,0
900.012,0.043,0
909.366,0.042,0
909.996,0.042,0
909.997,0.042,0
909.998,0.042,0
909.998,0.042,0
910.001,0.042,0
910.001,0.042,0
910.003,0.042,0
910.003,0.042,0
910.004,0.042,0
910.005,0.042,0
910.006,0.042,0
919.992,0.042,0
919.994,0.042,0
919.995,0.042,0
919.997,0.042,0
919.998,0.042,0
919.999,0.042,0
919.999,0.042,0
920,0.042,0
920.001,0.042,0
920.001,0.042,0
920.001,0.042,0
920.002,0.042,0
929.992,0.041,0
929.996,0.041,0
929.997,0.041,0
929.999,0.041,0
930,0.041,0
930,0.041,0
930.002,0.041,0
930.002,0.041,0
930.003,0.041,0
930.003,0.041,0
930.003,0.041,0
930.003,0.041,0
939.994,0.041,0
939.995,0.041,0
939.996,0.041,0
940,0.041,0
940,0.041,0
940.001,0.041,0
940.003,0.041,0
940.005,0.041,0
940.006,0.041,0
940.009,0.041,0
940.011,0.041,0
940.011,0.041,0
949.989,0.04,0
949.995,0.04,0
949.995,0.04,0
949.999,0.04,0
950.002,0.04,0
950.002,0.04,0
950.003,0.04,0
950.005,0.04,0
950.008,0.04,0
950.014,0.04,0
959.989,0.04,0
959.991,0.04,0
959.995,0.04,0
959.995,0.04,0
959.996,0.04,0
959.999,0.04,0
960,0.04,0
960.005,0.04,0
960.005,0.04,0
960.006,0.04,0
960.008,0.04,0
960.013,0.04,0
969.995,0.039,0
969.996,0.039,0
969.997,0.039,0
969.998,0.039,0
969.999,0.039,0
970,0.039,0
970.001,0.039,0
970.002,0.039,0
970.004,0.039,0
970.009,0.039,0
970.009,0.039,0
970.012,0.039,0
979.987,0.039,0
979.994,0.039,0
979.995,0.039,0
979.997,0.039,0
979.998,0.039,0
980,0.039,0
980,0.039,0
980,0.039,0
980,0.039,0
980.001,0.039,0
980.003,0.039,0
980.004,0.039,0
980.007,0.039,0
989.985,0.038,0
989.992,0.038,0
989.994,0.038,0
989.999,0.038,0
990,0.038,0
990,0.038,0
990.002,0.038,0
990.002,0.038,0
990.002,0.038,0
990.004,0.038,0
990.007,0.038,0
990.089,0.038,0
993.641,0.038,0
999.972,0.038,0
999.973,0.038,0
999.973,0.038,0
999.979,0.038,0
999.98,0.038,0
999.98,0.038,0
999.981,0.038,0
999.982,0.038,0
999.983,0.038,0
999.983,0.038,0
999.985,0.038,0
999.986,0.038,0
999.986,0.038,0
999.987,0.038,0
999.988,0.038,0
999.989,0.038,0
999.989,0.038,0
999.99,0.038,0
999.99,0.038,0
999.991,0.038,0
999.995,0.038,0
999.996,0.038,0
999.999,0.038,0
1000,0.038,0
1000,0.038,0
1000.002,0.038,0
1000.003,0.038,0
1000.004,0.038,0
1000.007,0.038,0
1000.007,0.038,0
1000.009,0.038,0
1000.01,0.038,0
1000.011,0.038,0
1000.013,0.038,0
1000.015,0.038,0
1000.017,0.038,0
1000.018,0.038,0
1000.019,0.038,0
1000.021,0.038,0
1000.023,0.038,0
