Frequentie (Hz),Spanning (V),Fase (degrees)
239.996,0.293,0
250.011,0.298,0
250.013,0.298,0
250.014,0.298,0
250.015,0.298,0
250.016,0.298,0
260.015,0.288,0
260.021,0.288,0
260.022,0.288,0
260.03,0.288,0
260.032,0.288,0
260.032,0.288,0
260.032,0.288,0
270.009,0.27,0
270.009,0.27,0
270.013,0.27,0
270.014,0.27,0
270.02,0.27,0
279.581,0.252,0
280.003,0.25,0
280.006,0.25,0
280.007,0.25,0
280.008,0.25,0
280.009,0.25,0
280.01,0.25,0
280.01,0.25,0
282.858,0.246,0
289.995,0.229,0
289.996,0.229,0
289.996,0.229,0
289.999,0.229,0
289.999,0.229,0
299.989,0.21,0
299.989,0.21,0
299.99,0.21,0
299.99,0.21,0
299.991,0.21,0
309.996,0.193,0
309.996,0.193,0
309.998,0.193,0
310,0.193,0
319.995,0.178,0
319.995,0.178,0
319.997,0.178,0
319.997,0.178,0
319.998,0.178,0
320.041,0.178,0
329.989,0.165,0
329.994,0.165,0
329.997,0.165,0
329.998,0.165,0
329.999,0.165,0
330,0.165,0
330,0.165,0
339.998,0.154,0
339.998,0.154,0
339.998,0.154,0
339.999,0.154,0
339.999,0.154,0
339.999,0.154,0
339.999,0.154,0
340,0.154,0
349.996,0.144,0
349.998,0.144,0
349.998,0.144,0
349.999,0.144,0
349.999,0.144,0
359.995,0.135,0
359.997,0.135,0
359.999,0.135,0
359.999,0.135,0
359.999,0.135,0
360,0.135,0
360,0.135,0
369.997,0.127,0
369.997,0.127,0
369.998,0.127,0
370,0.127,0
370.001,0.127,0
370.002,0.127,0
379.997,0.121,0
379.998,0.121,0
379.999,0.12,0
379.999,0.121,0
379.999,0.12,0
380.001,0.12,0
389.998,0.114,0
389.998,0.114,0
389.998,0.114,0
390,0.114,0
390,0.114,0
390.002,0.114,0
390.002,0.114,0
390.002,0.114,0
390.004,0.114,0
390.047,0.114,0
399.994,0.109,0
399.996,0.109,0
400,0.109,0
400.002,0.109,0
400.003,0.109,0
400.003,0.109,0
400.004,0.109,0
400.006,0.109,0
409.999,0.104,0
410.001,0.104,0
410.001,0.104,0
410.002,0.104,0
410.002,0.104,0
410.004,0.104,0
419.997,0.099,0
419.998,0.099,0
419.999,0.099,0
420,0.099,0
420,0.099,0
420,0.099,0
420.001,0.099,0
420.001,0.099,0
429.997,0.095,0
429.999,0.095,0
429.999,0.095,0
430,0.095,0
430,0.095,0
430.001,0.095,0
430.001,0.095,0
430.002,0.095,0
430.004,0.095,0
439.998,0.091,0
439.998,0.091,0
439.998,0.091,0
439.999,0.091,0
440,0.091,0
440,0.091,0
440,0.091,0
440.001,0.091,0
440.001,0.091,0
440.002,0.091,0
440.002,0.091,0
440.004,0.091,0
449.996,0.088,0
449.997,0.088,0
449.997,0.088,0
449.999,0.088,0
450.001,0.088,0
450.001,0.088,0
450.003,0.088,0
459.996,0.085,0
459.998,0.085,0
459.999,0.085,0
459.999,0.085,0
459.999,0.085,0
460.001,0.085,0
460.002,0.085,0
460.005,0.085,0
469.968,0.082,0
469.99,0.082,0
469.994,0.082,0
469.998,0.082,0
469.998,0.082,0
469.999,0.082,0
470,0.082,0
470,0.082,0
470.001,0.082,0
470.002,0.082,0
470.002,0.082,0
470.002,0.082,0
470.004,0.082,0
479.998,0.079,0
479.998,0.079,0
479.999,0.079,0
480.001,0.079,0
480.001,0.079,0
480.001,0.079,0
489.995,0.076,0
489.998,0.076,0
489.999,0.076,0
490,0.076,0
490.002,0.076,0
490.002,0.076,0
499.995,0.074,0
499.996,0.074,0
499.997,0.074,0
499.997,0.074,0
499.999,0.074,0
500,0.074,0
500.002,0.074,0
500.003,0.074,0
500.005,0.074,0
500.006,0.074,0
509.818,0.072,0
509.997,0.072,0
509.997,0.072,0
509.998,0.072,0
510.001,0.072,0
510.003,0.072,0
519.998,0.07,0
519.998,0.07,0
519.999,0.07,0
520,0.07,0
520.002,0.07,0
520.002,0.07,0
529.996,0.068,0
529.997,0.068,0
530.003,0.068,0
530.003,0.068,0
530.004,0.068,0
539.997,0.066,0
539.998,0.066,0
540.001,0.066,0
540.002,0.066,0
540.002,0.066,0
540.002,0.066,0
540.003,0.066,0
549.997,0.064,0
549.998,0.064,0
550,0.064,0
550,0.064,0
550,0.064,0
559.995,0.063,0
559.996,0.063,0
559.996,0.063,0
560.003,0.063,0
569.995,0.061,0
569.998,0.061,0
570.001,0.061,0
570.004,0.061,0
579.997,0.06,0
579.999,0.06,0
580,0.06,0
580.002,0.06,0
580.002,0.06,0
589.025,0.058,0
589.996,0.058,0
589.998,0.058,0
589.998,0.058,0
589.998,0.058,0
590,0.058,0
590,0.058,0
590.001,0.058,0
590.001,0.058,0
590.003,0.058,0
590.003,0.058,0
599.991,0.057,0
599.991,0.057,0
599.996,0.057,0
599.997,0.057,0
600,0.057,0
600.001,0.057,0
600.001,0.057,0
600.004,0.057,0
600.005,0.057,0
600.005,0.057,0
600.01,0.057,0
609.996,0.056,0
609.996,0.056,0
609.997,0.056,0
610,0.056,0
610.001,0.056,0
610.005,0.056,0
619.994,0.054,0
619.997,0.054,0
620,0.054,0
620.003,0.054,0
620.004,0.054,0
620.004,0.054,0
627.884,0.053,0
629.994,0.053,0
630.001,0.053,0
630.003,0.053,0
630.004,0.053,0
639.994,0.052,0
639.995,0.052,0
639.996,0.052,0
640.002,0.052,0
649.996,0.051,0
650.003,0.051,0
650.004,0.051,0
650.005,0.051,0
650.006,0.051,0
659.997,0.05,0
659.997,0.05,0
659.997,0.05,0
660,0.05,0
660.002,0.05,0
669.993,0.049,0
670,0.049,0
670.001,0.049,0
670.003,0.049,0
670.01,0.049,0
679.996,0.048,0
679.996,0.048,0
679.997,0.048,0
679.998,0.048,0
679.999,0.048,0
679.999,0.048,0
689.997,0.047,0
689.999,0.047,0
690,0.047,0
690.002,0.047,0
690.006,0.047,0
690.008,0.047,0
699.713,0.047,0
699.998,0.047,0
699.999,0.047,0
700.004,0.047,0
700.005,0.047,0
700.008,0.047,0
709.995,0.046,0
709.996,0.046,0
710,0.046,0
710.001,0.046,0
710.002,0.046,0
710.008,0.046,0
719.992,0.045,0
719.995,0.045,0
720.002,0.045,0
720.002,0.045,0
720.004,0.045,0
720.004,0.045,0
729.998,0.044,0
730,0.044,0
730.001,0.044,0
730.003,0.044,0
730.007,0.044,0
739.994,0.043,0
739.996,0.043,0
740,0.043,0
740.002,0.043,0
740.009,0.043,0
749.994,0.043,0
749.996,0.043,0
749.998,0.043,0
749.999,0.043,0
750.001,0.043,0
750.002,0.043,0
759.996,0.042,0
759.996,0.042,0
759.997,0.042,0
760.001,0.042,0
760.009,0.042,0
760.014,0.042,0
769.963,0.041,0
769.997,0.041,0
769.998,0.041,0
770.001,0.041,0
770.004,0.041,0
779.998,0.041,0
780,0.041,0
780,0.041,0
780.002,0.041,0
780.005,0.041,0
780.173,0.041,0
789.992,0.04,0
789.996,0.04,0
790.003,0.04,0
790.005,0.04,0
790.006,0.04,0
799.989,0.04,0
799.993,0.04,0
799.995,0.04,0
799.998,0.04,0
800.002,0.04,0
800.005,0.04,0
809.993,0.039,0
809.994,0.039,0
809.996,0.039,0
810.008,0.039,0
810.012,0.039,0
811.718,0.039,0
819.997,0.038,0
819.997,0.038,0
820.001,0.038,0
820.003,0.038,0
820.003,0.038,0
829.991,0.038,0
829.991,0.038,0
830,0.038,0
830.004,0.038,0
830.011,0.038,0
839.998,0.037,0
840,0.037,0
840.001,0.037,0
840.003,0.037,0
840.006,0.037,0
840.979,0.037,0
849.987,0.037,0
849.99,0.037,0
850.002,0.037,0
850.006,0.037,0
859.997,0.036,0
860.006,0.036,0
860.013,0.036,0
860.014,0.036,0
869.988,0.036,0
869.989,0.036,0
869.999,0.036,0
870,0.036,0
870.003,0.036,0
879.992,0.035,0
879.996,0.035,0
879.997,0.035,0
880.002,0.035,0
889.995,0.035,0
889.998,0.035,0
890.001,0.035,0
890.002,0.035,0
890.005,0.035,0
890.007,0.035,0
899.978,0.034,0
899.99,0.034,0
899.996,0.034,0
899.997,0.034,0
900.021,0.034,0
900.024,0.034,0
909.999,0.034,0
910,0.034,0
910.003,0.034,0
910.003,0.034,0
910.004,0.034,0
917.412,0.034,0
919.993,0.034,0
919.998,0.034,0
919.999,0.034,0
920.001,0.034,0
920.005,0.034,0
929.986,0.033,0
929.993,0.033,0
929.995,0.033,0
930.002,0.033,0
930.005,0.033,0
930.006,0.033,0
939.997,0.033,0
939.997,0.033,0
940.005,0.033,0
940.009,0.033,0
940.013,0.033,0
940.016,0.033,0
949.997,0.032,0
949.999,0.032,0
950.005,0.032,0
950.011,0.032,0
950.011,0.032,0
959.993,0.032,0
960.002,0.032,0
960.005,0.032,0
960.005,0.032,0
969.987,0.032,0
969.989,0.032,0
970.004,0.032,0
970.005,0.032,0
970.006,0.032,0
978.554,0.031,0
979.999,0.031,0
980,0.031,0
980.005,0.031,0
980.008,0.031,0
989.992,0.031,0
990.001,0.031,0
990.003,0.031,0
990.006,0.031,0
990.008,0.031,0
991.463,0.031,0
999.978,0.031,0
999.978,0.031,0
999.986,0.031,0
999.987,0.031,0
999.988,0.031,0
999.989,0.031,0
999.989,0.031,0
999.99,0.031,0
999.991,0.031,0
999.992,0.031,0
999.992,0.031,0
999.994,0.031,0
1000,0.031,0
1000.002,0.031,0
1000.004,0.031,0
1000.005,0.031,0
1000.006,0.031,0
1000.006,0.031,0
1000.007,0.031,0
1000.007,0.031,0
1000.007,0.031,0
1000.008,0.031,0
1000.008,0.031,0
1000.008,0.031,0
1000.008,0.031,0
1000.011,0.031,0
1000.012,0.031,0
1000.013,0.031,0
1000.014,0.031,0
1000.015,0.031,0
1000.016,0.031,0
1000.017,0.031,0
