Frequentie (Hz),Spanning (V),Fase (degrees)
359.883,0.19,0
359.997,0.19,0
359.998,0.19,0
360,0.19,0
360,0.19,0
360.001,0.19,0
369.998,0.18,0
369.998,0.18,0
369.999,0.18,0
370,0.18,0
370.001,0.18,0
379.998,0.171,0
379.998,0.171,0
379.999,0.171,0
379.999,0.171,0
379.999,0.171,0
379.999,0.171,0
380,0.171,0
389.998,0.163,0
389.999,0.163,0
390,0.163,0
390,0.163,0
390,0.163,0
399.997,0.156,0
400.001,0.156,0
400.001,0.156,0
400.002,0.156,0
400.002,0.156,0
400.003,0.156,0
409.998,0.149,0
409.998,0.149,0
410.001,0.149,0
410.001,0.149,0
419.999,0.143,0
419.999,0.143,0
419.999,0.143,0
419.999,0.143,0
420,0.143,0
429.999,0.137,0
430,0.137,0
430,0.137,0
430,0.137,0
439.999,0.132,0
439.999,0.132,0
440,0.132,0
440,0.132,0
440,0.132,0
440,0.132,0
450,0.127,0
450,0.128,0
450.001,0.128,0
450.002,0.128,0
450.003,0.128,0
459.998,0.123,0
460,0.123,0
460,0.123,0
460.001,0.123,0
460.001,0.123,0
469.994,0.119,0
469.999,0.119,0
469.999,0.119,0
469.999,0.119,0
469.999,0.119,0
470.004,0.119,0
480,0.115,0
480.001,0.115,0
480.001,0.115,0
480.002,0.115,0
480.002,0.115,0
490,0.112,0
490,0.112,0
490,0.112,0
490.002,0.112,0
490.003,0.112,0
499.996,0.108,0
499.998,0.108,0
499.999,0.108,0
500,0.108,0
500.002,0.108,0
509.997,0.105,0
509.999,0.105,0
509.999,0.105,0
510,0.105,0
510.002,0.105,0
519.998,0.102,0
519.999,0.102,0
520,0.102,0
520,0.102,0
520.001,0.102,0
529.996,0.099,0
529.996,0.099,0
529.998,0.099,0
529.998,0.099,0
530.001,0.099,0
530.006,0.099,0
539.999,0.097,0
539.999,0.097,0
540.003,0.097,0
540.003,0.097,0
540.003,0.097,0
540.006,0.097,0
549.998,0.094,0
550,0.094,0
550,0.094,0
550.001,0.094,0
550.003,0.094,0
550.003,0.094,0
552.257,0.094,0
560,0.092,0
560,0.092,0
560.001,0.092,0
560.003,0.092,0
560.003,0.092,0
563.109,0.091,0
569.997,0.09,0
569.998,0.09,0
570,0.09,0
570.001,0.09,0
570.002,0.09,0
570.003,0.09,0
579.999,0.088,0
580.001,0.088,0
580.002,0.088,0
580.004,0.088,0
587.874,0.086,0
589.997,0.086,0
590,0.086,0
590,0.086,0
590.002,0.086,0
590.003,0.086,0
599.897,0.084,0
599.992,0.084,0
600,0.084,0
600.003,0.084,0
600.005,0.084,0
609.996,0.082,0
610,0.082,0
610,0.082,0
610.002,0.082,0
610.002,0.082,0
610.003,0.082,0
619.997,0.08,0
620,0.08,0
620.003,0.08,0
620.006,0.08,0
627.004,0.079,0
629.999,0.079,0
630,0.079,0
630.001,0.079,0
630.001,0.079,0
630.001,0.079,0
639.997,0.077,0
639.999,0.077,0
640,0.077,0
640.005,0.077,0
649.999,0.076,0
649.999,0.076,0
650,0.076,0
650,0.076,0
650.001,0.076,0
650.003,0.076,0
659.996,0.074,0
660,0.074,0
660.001,0.074,0
660.002,0.074,0
660.003,0.074,0
669.99,0.073,0
669.998,0.073,0
669.999,0.073,0
670.002,0.073,0
670.003,0.073,0
670.006,0.073,0
679.997,0.071,0
680,0.071,0
680.001,0.071,0
680.001,0.071,0
680.002,0.071,0
689.997,0.07,0
689.998,0.07,0
690,0.07,0
690.001,0.07,0
690.001,0.07,0
690.001,0.07,0
699.998,0.069,0
700,0.069,0
700,0.069,0
700.002,0.069,0
700.003,0.069,0
709.997,0.068,0
709.998,0.068,0
709.999,0.068,0
710,0.068,0
710,0.068,0
719.997,0.067,0
719.997,0.067,0
719.998,0.067,0
719.999,0.067,0
720.002,0.067,0
720.007,0.067,0
729.999,0.065,0
730,0.065,0
730.002,0.065,0
730.003,0.065,0
739.998,0.064,0
740,0.064,0
740,0.064,0
740.002,0.064,0
740.004,0.064,0
740.005,0.064,0
749.996,0.063,0
749.997,0.063,0
750,0.063,0
750.001,0.063,0
750.003,0.063,0
759.999,0.062,0
760.006,0.062,0
760.006,0.062,0
760.007,0.062,0
760.007,0.062,0
770,0.061,0
770.001,0.061,0
770.001,0.061,0
770.003,0.061,0
770.006,0.061,0
779.537,0.06,0
780,0.06,0
780.001,0.061,0
780.001,0.06,0
780.001,0.06,0
780.002,0.06,0
789.995,0.06,0
790,0.06,0
790.001,0.06,0
790.004,0.06,0
790.007,0.06,0
795.759,0.059,0
800,0.059,0
800,0.059,0
800.001,0.059,0
800.008,0.059,0
809.994,0.058,0
809.997,0.058,0
809.999,0.058,0
810.001,0.058,0
810.007,0.058,0
819.998,0.057,0
819.998,0.057,0
819.999,0.057,0
820.002,0.057,0
820.002,0.057,0
829.993,0.056,0
830.001,0.056,0
830.001,0.056,0
830.003,0.056,0
830.004,0.056,0
830.008,0.056,0
839.998,0.055,0
839.999,0.055,0
839.999,0.055,0
840.001,0.055,0
840.002,0.055,0
840.004,0.055,0
849.999,0.055,0
850.002,0.055,0
850.002,0.055,0
850.006,0.055,0
860,0.054,0
860,0.054,0
860,0.054,0
860.004,0.054,0
860.005,0.054,0
869.991,0.053,0
869.994,0.053,0
870.004,0.053,0
870.006,0.053,0
870.006,0.053,0
870.006,0.053,0
876.449,0.053,0
879.993,0.052,0
879.996,0.052,0
879.998,0.053,0
880,0.053,0
889.995,0.052,0
889.998,0.052,0
890,0.052,0
890.001,0.052,0
890.007,0.052,0
890.007,0.052,0
899.99,0.051,0
900,0.051,0
900.001,0.051,0
900.004,0.051,0
900.018,0.051,0
909.993,0.051,0
909.998,0.051,0
909.999,0.051,0
909.999,0.051,0
910.001,0.05,0
920,0.05,0
920.001,0.05,0
920.002,0.05,0
920.003,0.05,0
920.007,0.05,0
929.997,0.049,0
929.999,0.049,0
930.001,0.049,0
930.003,0.049,0
930.003,0.049,0
939.97,0.049,0
939.992,0.049,0
939.995,0.049,0
940.002,0.049,0
940.003,0.049,0
940.004,0.049,0
949.447,0.048,0
949.993,0.048,0
949.995,0.048,0
949.999,0.048,0
950,0.048,0
950.007,0.048,0
959.997,0.048,0
960,0.048,0
960.003,0.048,0
960.004,0.048,0
960.006,0.048,0
969.996,0.047,0
969.998,0.047,0
970,0.047,0
970,0.047,0
970.002,0.047,0
979.996,0.046,0
979.999,0.046,0
980,0.046,0
980.001,0.046,0
980.005,0.046,0
989.995,0.046,0
989.998,0.046,0
989.999,0.046,0
989.999,0.046,0
990.002,0.046,0
990.002,0.046,0
999.977,0.045,0
999.982,0.045,0
999.983,0.045,0
999.985,0.045,0
999.986,0.045,0
999.987,0.045,0
999.989,0.045,0
999.99,0.045,0
999.991,0.045,0
999.991,0.045,0
999.995,0.045,0
1000,0.045,0
1000.003,0.045,0
1000.003,0.045,0
1000.004,0.045,0
1000.005,0.045,0
1000.006,0.045,0
1000.01,0.045,0
1000.013,0.045,0
1000.013,0.045,0
1000.015,0.045,0
1000.015,0.045,0
1000.016,0.045,0
1000.018,0.045,0
